"OriginalProjectPath","RelativePath","Length","CreationTimeUtc","LastWriteTimeUtc","LastAccessTimeUtc","Attributes","Sha256","ArchiveAction","ArchiveReason","ArchiveRelativePath"
"Архив\Программы RC","Пьяница RC\Пьяница RC\Пьяница RC.cpp","7981","2021-03-15T17:17:25.1225003Z","2016-05-02T20:04:19.0000000Z","2026-07-14T01:16:29.1440371Z","533536","081039e1ff28396c4cbf15ee068d5174a50b45e28984679b0a4d1e57e4691ab8","copied","tracked-original-file","projects\Архив\Программы RC\Пьяница RC\Пьяница RC\Пьяница RC.cpp"
"Архив\Программы RC","Пьяница RC\Пьяница RC\Пьяница RC.vcxproj","8055","2021-03-15T17:17:25.1205040Z","2016-05-02T19:06:17.0000000Z","2026-07-14T01:16:29.1459232Z","533536","5f2b6d2478f3b2e7ab6cf5f07648daac77c14cbc546830429fef979ee80fefb5","copied","tracked-original-file","projects\Архив\Программы RC\Пьяница RC\Пьяница RC\Пьяница RC.vcxproj"
"Архив\Программы RC","Пьяница RC\Пьяница RC\Пьяница RC.vcxproj.filters","1504","2021-03-15T17:17:25.1185095Z","2016-05-02T19:06:17.0000000Z","2026-07-14T01:16:29.1481393Z","533536","da8d73045438995fa5e9e8cb47e5d64e51254dcd0f77c3f6d8ac3ecd18ee7681","copied","tracked-original-file","projects\Архив\Программы RC\Пьяница RC\Пьяница RC\Пьяница RC.vcxproj.filters"
"Архив\Программы RC","Пьяница RC\Пьяница RC\Debug\Пьяница RC.log","1173","2021-03-15T17:17:25.1344667Z","2016-05-02T19:46:30.0000000Z","2022-02-07T00:17:37.0000000Z","533536","824577034b2dccd93bb6289afe9341ce11e0cf980fe93789d0c0b9da50274d08","manifest-only","generated-file:.log",""
"Архив\Программы RC","Пьяница RC\Пьяница RC\Debug\Пьяница RC.obj","103285","2021-03-15T17:17:25.1314756Z","2016-05-02T19:46:30.0000000Z","2022-02-07T00:17:37.0000000Z","533536","6eefe3e916fe9fd911702a052f1c4b2ccff6bbf225b83bce2955f22047744e1f","manifest-only","generated-file:.obj",""
"Архив\Программы RC","Пьяница RC\Пьяница RC\Debug\Пьяница RC.pch","3407872","2021-03-15T17:17:25.1334703Z","2016-05-02T19:06:40.0000000Z","2022-02-07T00:17:37.0000000Z","533536","a791b5c03b66c3191043259c40c90866d3d498d2ac644430864c5b6ed4c13093","manifest-only","generated-file:.pch",""
"Архив\Программы RC","Пьяница RC\Пьяница RC\Debug\Пьяница RC.tlog\Пьяница RC.lastbuildstate","260","2021-03-15T17:17:25.1434429Z","2016-05-02T19:46:30.0000000Z","2022-02-07T00:17:37.0000000Z","533536","1bca5e30a5b463d47f2ade38cd90fb171b132db00485b61b85192d2e065c0a56","manifest-only","generated-file:.lastbuildstate",""
"Архив\Программы RC","Пьяница RC\Пьяница RC\Debug\Пьяница RC.tlog\CL.command.1.tlog","1746","2021-03-15T17:17:25.1534160Z","2016-05-02T19:46:30.0000000Z","2022-02-07T00:17:37.0000000Z","533536","e135633011fa2b16a8f3aa7277ee9be07f2d5085e2cb3c2806ec8b81fb9daeb7","manifest-only","generated-file:.tlog",""
"Архив\Программы RC","Пьяница RC\Пьяница RC\Debug\Пьяница RC.tlog\CL.read.1.tlog","34232","2021-03-15T17:17:25.1514226Z","2016-05-02T19:46:30.0000000Z","2022-02-07T00:17:37.0000000Z","533536","faf62472f594d1e64059c453aa7cd5021cc1fe0da0e29313f6480023f6e71f9d","manifest-only","generated-file:.tlog",""
"Архив\Программы RC","Пьяница RC\Пьяница RC\Debug\Пьяница RC.tlog\CL.write.1.tlog","1672","2021-03-15T17:17:25.1494285Z","2016-05-02T19:46:30.0000000Z","2022-02-07T00:17:37.0000000Z","533536","f4ab8ba22f1982a7eaa5fef048841dad0075fcffae5d8509ddfdcb0dc18fc9ce","manifest-only","generated-file:.tlog",""
"Архив\Программы RC","Пьяница RC\Пьяница RC\Debug\Пьяница RC.tlog\link.command.1.tlog","1638","2021-03-15T17:17:25.1484313Z","2016-05-02T19:46:30.0000000Z","2022-02-07T00:17:37.0000000Z","533536","004ed74bcbc15d922d8b5ee7918b301cfbca2204b534ea08a49b4fc1a8c1bdf6","manifest-only","generated-file:.tlog",""
"Архив\Программы RC","Пьяница RC\Пьяница RC\Debug\Пьяница RC.tlog\link.read.1.tlog","3384","2021-03-15T17:17:25.1464362Z","2016-05-02T19:46:30.0000000Z","2022-02-07T00:17:37.0000000Z","533536","d77958bcb4b1154005c7a8b9d68b1e3ce6ae68ec5d9dcf25ee4f3c84d6b20a5a","manifest-only","generated-file:.tlog",""
"Архив\Программы RC","Пьяница RC\Пьяница RC\Debug\Пьяница RC.tlog\link.write.1.tlog","898","2021-03-15T17:17:25.1444408Z","2016-05-02T19:46:30.0000000Z","2022-02-07T00:17:37.0000000Z","533536","3d08d2c9832df6e9b877af9b270b5aa9a2d209f02c7fa7465de8887bae42859f","manifest-only","generated-file:.tlog",""
"Архив\Программы RC","Пьяница RC\Пьяница RC\Debug\stdafx.obj","12941","2021-03-15T17:17:25.1394542Z","2016-05-02T19:06:41.0000000Z","2022-02-07T00:17:37.0000000Z","533536","c3b06c17abeaa5c9890009d7157b1c863a29230e7322e8aff7534b42df7a8c57","manifest-only","generated-file:.obj",""
"Архив\Программы RC","Пьяница RC\Пьяница RC\Debug\vc140.idb","797696","2021-03-15T17:17:25.1384560Z","2016-05-02T19:46:30.0000000Z","2022-02-07T00:17:37.0000000Z","533536","993bd7d3d6ad56f072ec8a0b84fc0e2764ab3be3137c0c137a2a9e4341cd2b1f","manifest-only","generated-file:.idb",""
"Архив\Программы RC","Пьяница RC\Пьяница RC\Debug\vc140.pdb","495616","2021-03-15T17:17:25.1364626Z","2016-05-02T19:46:30.0000000Z","2022-02-07T00:17:37.0000000Z","533536","fac309c91ee51f1dc2e4900495ce5faae15cdbb0d82eec7d221387fdcda35e8a","manifest-only","generated-file:.pdb",""
"Архив\Программы RC","Пьяница RC\Пьяница RC\ReadMe.txt","2693","2021-03-15T17:17:25.1284829Z","2016-05-02T19:06:16.0000000Z","2026-07-14T01:16:29.1498261Z","533536","ad9e289cc553749f183f79c81d6df6517fe9ccdcd7782503f516998317b0b467","copied","tracked-original-file","projects\Архив\Программы RC\Пьяница RC\Пьяница RC\ReadMe.txt"
"Архив\Программы RC","Пьяница RC\Пьяница RC\stdafx.cpp","357","2021-03-15T17:17:25.1264888Z","2016-05-02T19:06:16.0000000Z","2026-07-14T01:16:29.1518363Z","533536","7bac2ca990899d7606901120fd5e7ef79406067dc2948564326396b2ae2c3609","copied","tracked-original-file","projects\Архив\Программы RC\Пьяница RC\Пьяница RC\stdafx.cpp"
"Архив\Программы RC","Пьяница RC\Пьяница RC\stdafx.h","363","2021-03-15T17:17:25.1254916Z","2016-05-02T19:06:16.0000000Z","2026-07-14T01:16:29.1528340Z","533536","a81406dd759e40f4ecbc93c232a276d82681ca151dede0d6fe5a9ae0c00c2ea5","copied","tracked-original-file","projects\Архив\Программы RC\Пьяница RC\Пьяница RC\stdafx.h"
"Архив\Программы RC","Пьяница RC\Пьяница RC\targetver.h","342","2021-03-15T17:17:25.1234963Z","2016-05-02T19:06:16.0000000Z","2026-07-14T01:16:29.1548372Z","533536","53a2e8e17f1d4171ab23c2d920d05e269bdfe3a980298335fafb2b49c29ad228","copied","tracked-original-file","projects\Архив\Программы RC\Пьяница RC\Пьяница RC\targetver.h"
"Архив\Программы RC","Пьяница RC\Debug\Пьяница RC.exe","57856","2021-03-15T17:17:25.1035509Z","2016-05-02T19:46:30.0000000Z","2022-02-07T00:17:36.0000000Z","533536","cd421debe9827f2a8e191f1cf722e60f98d9098de67ed05529748c6b9d2dfb4c","copied","preserved-deliverable","projects\Архив\Программы RC\Пьяница RC\Debug\Пьяница RC.exe"
"Архив\Программы RC","Пьяница RC\Debug\Пьяница RC.ilk","427536","2021-03-15T17:17:25.1005586Z","2016-05-02T19:46:30.0000000Z","2022-02-07T00:17:36.0000000Z","533536","64d5e20fed57d6ae61967d89c55d67b46af2d50eb8c6d5c1e34a9abeec593938","manifest-only","generated-file:.ilk",""
"Архив\Программы RC","Пьяница RC\Debug\Пьяница RC.pdb","1110016","2021-03-15T17:17:25.1025530Z","2016-05-02T19:46:30.0000000Z","2022-02-07T00:17:36.0000000Z","533536","f8ce6c21561e8d79fee1292fcbb372f1818db70a4555db7b4605bc1cd2968fb9","manifest-only","generated-file:.pdb",""
"Архив\Программы RC","Пьяница RC\ipch\ПЬЯНИЦА RC-3440d074\ПЬЯНИЦА RC-b6b35c26.ipch","3538944","2021-03-15T17:17:25.1085372Z","2016-05-02T21:06:18.0000000Z","2022-02-07T00:17:36.0000000Z","533536","144ed34339c4704fa5f63f58005e3a07010a975d25a05f6c94bf77e47007bc14","manifest-only","generated-file:.ipch",""
"Архив\Программы RC","Транспонирование\.vs\Транспонирование\v14\.suo","35328","2021-03-15T17:17:25.1793478Z","2016-05-02T21:10:11.0000000Z","2022-02-07T00:17:37.0000000Z","533536","620dfff411dbc6e350d113d9828b2608a715fc105dd491e25dcac8c39bbe9a58","manifest-only","generated-file:.suo",""
"Архив\Программы RC","Транспонирование\Транспонирование.sln","1378","2021-03-15T17:17:25.1564092Z","2016-05-02T12:44:22.0000000Z","2026-07-14T01:16:29.2196265Z","533536","bc3455bcbaa499eac39330988b68b882d6102702365447b2a94bc1d13636ba81","copied","tracked-original-file","projects\Архив\Программы RC\Транспонирование\Транспонирование.sln"
"Архив\Программы RC","Транспонирование\Транспонирование.VC.db","32309248","2021-03-15T17:17:25.2232310Z","2016-05-02T21:10:11.0000000Z","2022-02-07T00:17:37.0000000Z","533536","65ca43aab638558775e6329e3a259a1752e2bcd9ed73b7ea15e42a43d53be010","manifest-only","generated-file:.vc.db",""
"Архив\Программы RC","Транспонирование\Транспонирование\Транспонирование.cpp","3012","2021-03-15T17:17:25.1843345Z","2016-05-02T12:50:17.0000000Z","2026-07-14T01:16:29.2296248Z","533536","fa9d96a1289313a4db5e3b591107c54e3aa908a688aae05cde1b503a093ef53d","copied","tracked-original-file","projects\Архив\Программы RC\Транспонирование\Транспонирование\Транспонирование.cpp"
"Архив\Программы RC","Транспонирование\Транспонирование\Транспонирование.vcxproj","8086","2021-03-15T17:17:25.1863302Z","2016-05-02T12:44:22.0000000Z","2026-07-14T01:16:29.2316275Z","533536","25aad17585a9b2d74f693a1f31000173c6f96fa1999a1051e8ae397412af3612","copied","tracked-original-file","projects\Архив\Программы RC\Транспонирование\Транспонирование\Транспонирование.vcxproj"
"Архив\Программы RC","Транспонирование\Транспонирование\Транспонирование.vcxproj.filters","1519","2021-03-15T17:17:25.1833362Z","2016-05-02T12:44:22.0000000Z","2026-07-14T01:16:29.2334055Z","533536","3502ee30cd96b815af73a659bb1e08ad797c8ff43de5ad1163ad60e102ce2b52","copied","tracked-original-file","projects\Архив\Программы RC\Транспонирование\Транспонирование\Транспонирование.vcxproj.filters"
"Архив\Программы RC","Транспонирование\Транспонирование\Debug\Транспонирование.log","538","2021-03-15T17:17:25.1992952Z","2016-05-02T18:59:55.0000000Z","2022-02-07T00:17:37.0000000Z","533536","c458f2bd249313d88251072b1539439f15cc54a97daac49e5130daa43f946b3c","manifest-only","generated-file:.log",""
"Архив\Программы RC","Транспонирование\Транспонирование\Debug\Транспонирование.obj","35753","2021-03-15T17:17:25.1972993Z","2016-05-02T18:59:55.0000000Z","2022-02-07T00:17:37.0000000Z","533536","8298551ec7ff751581ba4be9214a877bd9bc005f9afaff9d923ca29ce870dd03","manifest-only","generated-file:.obj",""
"Архив\Программы RC","Транспонирование\Транспонирование\Debug\Транспонирование.pch","3735552","2021-03-15T17:17:25.2042800Z","2016-05-02T18:59:54.0000000Z","2022-02-07T00:17:37.0000000Z","533536","5d38e5e601a642b4997d5a0c0c8afcfc6a928c7534828c344732a56bc7b1e65a","manifest-only","generated-file:.pch",""
"Архив\Программы RC","Транспонирование\Транспонирование\Debug\Транспонирование.tlog\Транспонирование.lastbuildstate","257","2021-03-15T17:17:25.2102653Z","2016-05-02T18:59:55.0000000Z","2022-02-07T00:17:37.0000000Z","533536","b7d502ef1f3d380d73205e05bf0befa5b6d389abfb45deea9579577fb4bf1c82","manifest-only","generated-file:.lastbuildstate",""
"Архив\Программы RC","Транспонирование\Транспонирование\Debug\Транспонирование.tlog\CL.command.1.tlog","3674","2021-03-15T17:17:25.2192413Z","2016-05-02T18:59:55.0000000Z","2022-02-07T00:17:37.0000000Z","533536","0c38f84577473cbf46619b7037ea9663f80a6ee63644618a3f661243bb95e343","manifest-only","generated-file:.tlog",""
"Архив\Программы RC","Транспонирование\Транспонирование\Debug\Транспонирование.tlog\CL.read.1.tlog","48144","2021-03-15T17:17:25.2172468Z","2016-05-02T18:59:55.0000000Z","2022-02-07T00:17:37.0000000Z","533536","2179e0bc18c49ecc8c38c7617ba634bc37634e547fcd20a721ad0ba6770cc364","manifest-only","generated-file:.tlog",""
"Архив\Программы RC","Транспонирование\Транспонирование\Debug\Транспонирование.tlog\CL.write.1.tlog","3612","2021-03-15T17:17:25.2212351Z","2016-05-02T18:59:55.0000000Z","2022-02-07T00:17:37.0000000Z","533536","f9db204dad33b84c15c60d24129e1841747924dce0db78f3ca39612028e735c4","manifest-only","generated-file:.tlog",""
"Архив\Программы RC","Транспонирование\Транспонирование\Debug\Транспонирование.tlog\link.command.1.tlog","3432","2021-03-15T17:17:25.2152509Z","2016-05-02T18:59:55.0000000Z","2022-02-07T00:17:37.0000000Z","533536","20f42d620382a5bfa6a45527dfc213e223d57b1eff4b2bead13bc514d4d5c3df","manifest-only","generated-file:.tlog",""
"Архив\Программы RC","Транспонирование\Транспонирование\Debug\Транспонирование.tlog\link.read.1.tlog","6864","2021-03-15T17:17:25.2112628Z","2016-05-02T18:59:55.0000000Z","2022-02-07T00:17:37.0000000Z","533536","409bb8c9759db74d87eb7db59c3444c12ce7edc7c8c26b7417c5afd97c58d1b9","manifest-only","generated-file:.tlog",""
