"OriginalProjectPath","RelativePath","Length","CreationTimeUtc","LastWriteTimeUtc","LastAccessTimeUtc","Attributes","Sha256","ArchiveAction","ArchiveReason","ArchiveRelativePath"
"C++","Shamir_Secret\Shamir_Secret\Debug\Shamir_Secret.tlog\link.read.1.tlog","4518","2021-03-15T17:11:26.0953497Z","2019-06-11T19:05:40.0000000Z","2026-07-14T07:16:24.6417379Z","533536","887a661eeb012258ca3b2b977ea557f901bba3391a24ba9383305fdcc28cc8e7","manifest-only","generated-file:.tlog",""
"C++","Shamir_Secret\Shamir_Secret\Debug\Shamir_Secret.tlog\link.write.1.tlog","1068","2021-03-15T17:11:26.0953497Z","2019-06-11T19:05:40.0000000Z","2026-07-14T07:16:24.6437376Z","533536","93acb59ff238bd1fa6a93bfd0e8d56e31e15b4c87265776919de3c3cab9e4c45","manifest-only","generated-file:.tlog",""
"C++","Shamir_Secret\Shamir_Secret\Debug\Shamir_Secret.tlog\Shamir_Secret.lastbuildstate","222","2021-03-15T17:11:26.1109709Z","2019-06-11T19:05:40.0000000Z","2026-07-14T07:16:24.6457371Z","533536","4af748a4d6aad98b24cb95a14915f79dbb9b3f87a3b428b6787478446cf1e9a1","manifest-only","generated-file:.lastbuildstate",""
"C++","Shamir_Secret\Shamir_Secret\Debug\StrHelper.obj","479417","2021-03-15T17:11:26.0953497Z","2019-06-09T13:03:09.0000000Z","2026-07-14T07:16:24.6467371Z","533536","af303443e4a20e9f24acd7ef20ec1fcc670b92d0d2b33276d73d3246ac1b3da0","manifest-only","generated-file:.obj",""
"C++","Shamir_Secret\Shamir_Secret\Debug\vc142.idb","896000","2021-03-15T17:11:26.0953497Z","2019-06-11T19:05:39.0000000Z","2026-07-14T07:16:24.6507390Z","533536","f45acd97a73a4e7a5a7c644529a22f264a4a89208337641ff83bb43a919aa876","manifest-only","generated-file:.idb",""
"C++","Shamir_Secret\Shamir_Secret\Debug\vc142.pdb","1134592","2021-03-15T17:11:26.0797302Z","2019-06-11T19:05:40.0000000Z","2026-07-14T07:16:24.6557370Z","533536","2ec1b3b64a86f57e1d1a16cf8c85972afffded709c230828c0dfd9cdb618ed38","manifest-only","generated-file:.pdb",""
"C++","Shamir_Secret\Shamir_Secret\FileIO.cpp","6930","2021-03-15T17:11:26.0797302Z","2019-06-09T13:51:46.0000000Z","2026-07-14T07:16:24.6617390Z","533536","048479f099f2dd381d2e9776d4ad3b852725c622a21250ef3f0b3a94775af62d","copied","tracked-original-file","projects\C++\Shamir_Secret\Shamir_Secret\FileIO.cpp"
"C++","Shamir_Secret\Shamir_Secret\FileIO.h","2330","2021-03-15T17:11:26.0797302Z","2019-06-09T13:55:41.0000000Z","2026-07-14T07:16:24.6707360Z","533536","ad762076afa8d5dc27580b8d0d02c939b2779cd65c12e13f99cd87829d33040d","copied","tracked-original-file","projects\C++\Shamir_Secret\Shamir_Secret\FileIO.h"
"C++","Shamir_Secret\Shamir_Secret\infoIO.cpp","4573","2021-03-15T17:11:26.0797302Z","2019-06-01T22:02:49.0000000Z","2026-07-14T07:16:24.6797362Z","533536","063b824e425b9d09038585c65769302ebb6ac98d11aa7b8ff4d71bec99eaee6d","copied","tracked-original-file","projects\C++\Shamir_Secret\Shamir_Secret\infoIO.cpp"
"C++","Shamir_Secret\Shamir_Secret\InfoIO.h","7775","2021-03-15T17:11:26.0797302Z","2019-06-01T22:06:07.0000000Z","2026-07-14T07:16:24.6897380Z","533536","4cfebb2ec61240eedceaee2a0aac17f31158e294069b23c04e8d40636dc903b1","copied","tracked-original-file","projects\C++\Shamir_Secret\Shamir_Secret\InfoIO.h"
